"date","symbol","rank","buytext","buypoint"
"08/15/11","RES","46","Formingbaseas itregains 10-weekavg.",
"08/15/11","GFI","49","Strongup week maysignalit'sbuilding rightsideof base.",
"08/15/11","EGO","33","Near19.08buy pointinslightlyhigh handle.","19.08"
"08/15/11","INFA","36","Fallsfurtherafter failedbreakout. Below40-weekline.",
"08/15/11","JAZZ","39","Supportat10-week; fellmore than 8% from 36.57buy pt.","36.57"
"08/15/11","HUM","42","Solidsupport at 40-weekline;a newbase begins tobuild.",
"08/15/11","SHOO","45","Bigrebound off40-week linereflectsfund managers'demand.",
"08/15/11","HDB","48","Upsidereversal ongoodvolume. Justhad 5-for-1split.",
"08/15/11","SSRI","50","Rightside of basewilltake time;RS linewell offhighs.",
"08/16/10","NFLX","1","Gains 12% for week, ends 7% past 124.10 dble-bottom buy pt.","124.10 "
"08/16/10","IDSA","5","Retreating to just 4% past 15.35 cup-base buy point.","15.35 "
"08/16/10","VMW","9","4th test of 10-week average sparks mixed-volume rebound.",
"08/16/10","BIDU","2","Reverses from new high. Still 5% past 78.69 buy point.","78.69 "
"08/16/10","JKS","6","73% past 11.15 buy point after July 7 breakout.","11.15 "
"08/16/10","MELI","3","Holds tight after big upside reversal last week.",
"08/16/10","PPO","7","Extended 44.5% since early May breakout at 19.03.","19.03"
"08/16/10","PCLN","4","Forms short-stroke after holding most of huge gain.",
"08/16/10","FFIV","8","Reversal towards 10-week would look nicer with low volume.",
"08/16/10","VIT","13","Second test of 10-week support since 7/8 breakout.",
"08/16/10","CXO","10","Past two corrections too short to be proper bases.",
"08/16/10","CACC","14","Thin stock extended after clearing cup without handle.",
"08/16/10","HWK","11","Thin stock reverses lower; now up 5% from 29.92 buy pt.","29.92 "
"08/16/10","LULU","15","Base-building attempt sloppy, lots of distribution.",
"08/16/10","FOSL","19","Gaps out of sloppy base after earnings beat views.",
"08/16/10","DECK","12","Recent decline damages base-building efforts.",
"08/16/10","GMCR","16","2% below 31.70 handle buy point. Closed three-weeks tight.","31.70 "
"08/16/10","ULTA","20","Potential handle on 6-week cup base crumbles.",
"08/16/10","HLF","23","Eases in light trade; still 5% over 51.89 buy point.","51.89 "
"08/16/10","LFL","27","36% over 20.10 buy pt after last pullback to 10-wk avg.","20.10 "
"08/16/10","EGO","31","Recovers 10-week average in its 7th week of base building.",
"08/16/10","STRI","35","Triggered 8% sell rule after July 26 breakout; loose trade.",
"08/16/10","SAN","39","19% past 71.13 buy pt after clearing cup with handle.","71.13 "
"08/16/10","KWR","24","Falters, tests support, after clearing deep base.",
"08/16/10","APKT","28","Trades wide and loose as it hits resistance near 33.",
"08/16/10","WYNN","32","Adding potential handle on light trade to consolidation.",
"08/16/10","SHOO","36","Handle collapses into high volume test of 10-week support.",
"08/16/10","CTSH","40","Pulls back after big week; still 6% above 54.91 buy pt.","54.91 "
"08/16/10","AGP","21","Trades tight, 1% above 37.84 buy pt; breakout from cup base.","37.84 "
"08/16/10","RVBD","25","Light-volume pullback to 10-wk after breakout from cup base.",
"08/16/10","SWKS","29","Falls under 18.44 high handle buy pt; support at 10-wk line.","18.44 "
"08/16/10","LZ","33","Forming handle to irregular pattern; possible 96.84 buy pt.","96.84 "
"08/16/10","JOBS","37","RS line spikes to new highs as thin stock advances.",
"08/16/10","CMG","22","Shapes handle in cup base; potential buy point at 154.53.","154.53"
"08/16/10","WPZ","26","Ugly punch through 10-week support nixes 3-weeks tight.",
"08/16/10","CTRP","30","May be forming handle w/ 43.48 buy pt in cup base.","43.48 "
"08/16/10","PRGO","34","Flashes of accumulation in tight, 4-month consolidation.",
"08/16/10","EPB","38","Gets support at 10-wk avg after light-volume pullback.",
"08/16/10","SLW","44","Regains 10-week line as it builds right side of base.",
"08/16/10","CRM","48","Retreats to 10-week line, but still above 96.53 buy point.","96.53 "
"08/16/10","CRUS","41","Making 5th pullback to 10-week line.",
"08/16/10","NTAP","45","High-volume loss slices through 10-week line.",
"08/16/10","AKAM","49","Retakes 10-wk line and nearing 46.09 double- bottom trigger.","46.09 "
"08/16/10","DTV","43","Regains 10-week line; may be adding handle to cup base.",
"08/16/10","UA","42","Light-volume pullback to 10-wk after hitting new high.",
"08/16/10","SAM","46","Hasn't seen accumulation for nearly two months.",
"08/16/10","HMIN","17","Finds support at 10-week despite balky breakout.",
"08/16/10","WCRX","18","Extended 10% from 25.67 buy pt from double bottom.","25.67 "
"08/16/10","CSFS","47","Thin stock forming base. Has some wide and loose action.",
"08/16/10","AMT","50","Testing 10-week line for second time on light trade.",
"08/17/09","FUQI","1","24% past 22.08 buy point from rebound off its 10-week line.","22.08 "
"08/17/09","STEC","5","Erases last week's losses, pennies from new highs.",
"08/17/09","GMCR","9","Recedes back to 62.03 buy pt; testing 10-week line again.","62.03 "
"08/17/09","CISG","2","29% past 14.74 buy point from huge cup-with-handle base.","14.74 "
"08/17/09","PCLN","6","25% past 119.24 buy pt from pullback to 10-week avg.","119.24 "
"08/17/09","VIT","3","Finds support in 2nd pullback to 10-week in strong vol.",
"08/17/09","ORN","7","Support at 10-week line after breakout from cup fails.",
"08/17/09","SXCI","4","Soars to record high on strong volume; thinly traded.",
"08/17/09","CFSG","8","Eases from record high. Still 19% past 14.97 buy point.","14.97 "
"08/17/09","VPRT","13","Clears 45.85 flat base buy point, but volume is soft.","45.85 "
"08/17/09","EBIX","17","Thin stock 21% past 35.06 buy pt from cup w/handle.","35.06 "
"08/17/09","NTES","14","7% past 38.84 buy point; gapped down sharply in heavy trade.","38.84 "
"08/17/09","BIDU","18","11% past 305.90 buy point; only 8% off 52-week high.","305.90 "
"08/17/09","MED","11","Recovers from 14% dive, but no buy point in sight.",
"08/17/09","LFT","15","Breakout stalls after 1st day, but holds above 29.38 buy point.","29.38 "
"08/17/09","CTRP","19","Up 6% from 47.74 buy pt from pullback to 10-week line.","47.74 "
"08/17/09","EJ","12","Extended 27% from 17.08 buy pt; accumulation strong.","17.08 "
"08/17/09","NVEC","16","6% past 49.60 buy pt after high-volume surge off 10-wk.","49.60 "
"08/17/09","ININ","20","Eases off highs after mid-July gap-up; RS line falling.",
"08/17/09","CTRN","24","7% above 27.74 buy point from long cup-with-handle base.","27.74 "
"08/17/09","TLVT","28","Thin stock in buy range through 25.64 on rebound from 10-wk.","25.64 "
"08/17/09","TSRA","32","Struggles to hold support at 10-week line; light volume.",
"08/17/09","JST","36","Slips just below the 10-week line in scary downside volume.",
"08/17/09","HRBN","40","Rebounds from 10-wk. moving average in powerful volume.",
"08/17/09","MELI","21","15% past 27.52 buy point from cup-with-handle base.","27.52 "
"08/17/09","TLEO","25","Finds support at 10-week; possible handle to long-term base.",
"08/17/09","PEGA","29","Within 7% of double bottom buy point afer sharp reversal.",
"08/17/09","LL","33","Near its all-time high after support at the 10-week line.",
"08/17/09","VMI","37","Thin stock rallying from support at the 10-week line.",
"08/17/09","WMS","22","Extended 21% past 35.60 buy point from odd double bottom.","35.60 "
"08/17/09","NEU","26","High handle shows some wedging; could be a new base.",
"08/17/09","CTSH","30","Flies 23% from 28 buy point on flat base to new 52-week high.",
"08/17/09","SIRO","34","Trying to come back from prior week's huge reversal.",
"08/17/09","ARO","38","Falls back to 10-week line and 4% below 37.57 buy point.","37.57 "
"08/17/09","CACC","23","Thin stock 24% past 24.81 buy pt from cup-with-handle.","24.81 "
"08/17/09","STAR","27","Ends 2nd week below 10-week line after big vol. breakdown.",
"08/17/09","BWY","31","Seven-week base would look better above the 10-week line.",
"08/17/09","CMG","35","Falls 2% under 89.65 buy pt from cup-with-handle base.","89.65 "
"08/17/09","ATNI","39","Pulls back to 10-week moving line on light volume.",
"08/17/09","SYNT","44","24% extended from buy range to 30.96; thinly traded.","30.96"
"08/17/09","LZ","48","25% past 49.34 buy point on pullback to 10-week line.","49.34 "
"08/17/09","GFA","41","Extended 27% from 10-week, cup-shaped base.",
"08/17/09","AAPL","45","15% past 144.76 buy point from cup-with-handle.","144.76 "
"08/17/09","ABAX","49","Easing, 28% beyond buy range to 21.98 from pullback.","21.98 "
"08/17/09","NFLX","43","Found support at 10-week line as it forms handle.",
"08/17/09","ICON","47","Fails to break out of 3-week tight pattern, 18.40 buy point.","18.40 "
"08/17/09","PWRD","42","Climbs 13% past 34 buy point from cup with high handle.",
"08/17/09","BJRI","46","Retests 17.10 buy point of handle on long base.","17.10 "
"08/17/09","HMIN","10","48% past 17.91 buy point from cup-with-handle breakout.","17.91 "
"08/17/09","WIT","50","18% past 13.10 buy point from pullback to 10-week line.","13.10 "
"08/19/13","GMCR","1","Holding10-week lineas cup-with-handletakesshape.",
"08/19/13","LAD","4","Brokeupper channel line butso far has avoidedtrouble.",
"08/19/13","PRLB","7","Dancingaround 66.02three-weeks-tightbuy point.","66.02"
"08/19/13","FLT","2","Three-weeks-tightforms withpossible entryat 100.97.","100.97"
"08/19/13","TRIP","5","Justcompleted4th week of eight-weekhold rule.",
"08/19/13","GNRC","8","Holdsgains afterthree-weeks-tightbreakout over 42.10.","42.10"
"08/19/13","NUS","3","Completesthree-weeks-tight withpotential90.10entry.","90.10"
"08/19/13","JAZZ","6","Extendedafter Maybreakout; two visitsto 10-weekline.",
"08/19/13","VRX","9","Chargesto new high,9% past94.32cup-with-handle entry.","94.32"
"08/19/13","AMBA","10","Flawedbase breakout fails;below10-week line.",
"08/19/13","ADVS","13","Extended;rides10-weekline higherafter early-Maybreakout.",
"08/19/13","AVG","11","Holding10-week lineafter late-Aprilbreakout.",
"08/19/13","CELG","14","Tests10-weeksupport;barely holds above 131.92 buypoint.","131.92 "
"08/19/13","WWWW","12","Hangingtough nearhigh after2ndvisit to 10-weekline.",
"08/19/13","OCN","15","Tradingtightly butextended afterbounceoff 10-weekline.",
"08/19/13","PRAA","16","Pullsback to5% above53.09 cup-with-handlebuy point.","53.09 "
"08/19/13","ACT","19","1%past133.10 buy pointfrom flatbase.","133.10 "
"08/19/13","YNDX","22","21%gainafterbreakout over 28.74triggers sell rule.","28.74"
"08/19/13","AFSI","25","Extended10%past 36.51cup baseentry.","36.51"
"08/19/13","SAVE","28","Loseskeysupport at10-week lineinbig volume.",
"08/19/13","LL","17","7%above 89.34double-bottombuy point.","89.34"
"08/19/13","FB","20","Wellpast29.17entry.In fourthweek of eight-weekrule.","29.17"
"08/19/13","EVR","23","Holds4%past44.63entry from longconsolidation.","44.63"
"08/19/13","SSYS","26","4%past95 buypoint from late-stagebase.",
"08/19/13","EDU","29","Waveringaround10-week lineas potentialbaseforms.",
"08/19/13","HLF","18","Holdinggains, wellextendedpast 52.94buypoint.","52.94"
"08/19/13","SSNC","21","Barelyholding 10-weekline;1% past34.54flat-base entry.","34.54"
"08/19/13","PCLN","24","Gainfrom 926.50 three-weeks-tightentry slipsto just1%.","926.50 "
"08/19/13","ICON","27","Easesback to4% past31.32entry inflatbase.","31.32"
"08/19/13","MELI","30","Falls6%below128.56 breakout from cup-shaped base.","128.56 "
"08/19/13","LOPE","31","Below34.17flat-baseentry;tryingto hold 10-weekline.","34.17"
"08/19/13","OPEN","34","Just1%above 72.28base-on-base buypoint.","72.28"
"08/19/13","SBUX","37","Near10-weekline afterretreating inlightvolume.",
"08/19/13","PXD","40","Extendedafter big gap,rebound offits10-weekline.",
"08/19/13","ECPG","43","Climbs13%past six-weekcup's 38.76buypoint.","38.76"
"08/19/13","PII","32","Holdingtight, butextended from pullbackto 10-weekline",
"08/19/13","EQM","35","Stilltroubleat 10-weekline, but volume wanes.",
"08/19/13","GRFS","38","2%past31.21cup with handleentry.","31.21"
"08/19/13","BIDU","41","Tightactionafter explosive reboundfrom 10-week line.",
"08/19/13","ILMN","44","Despitepullback, holds closeto77.21flat-base entry.","77.21"
"08/19/13","SNTS","46","6%above 24.10entryin 6-weekconsolidation.","24.10"
"08/19/13","NTES","49","Backabove 10-weekline afterhigh-volume bounce.",
"08/19/13","GNC","47","Extendedfrom multiple tests of10-week line.",
"08/19/13","CBOE","33","Supportat10-week lineagain afterbig price run.",
"08/19/13","KORS","36","Still8%past 65.21buypoint from cup withhandle.","65.21"
"08/19/13","DDD","39","Breakoutpast 49.85fails,stock retreats below50-dayline.","49.85"
"08/19/13","BYI","42","Reversinginhigh volumeafter new highsinlighttrade.",
"08/19/13","YY","45","3-weeks-tightforms,but noweasing; well above10-weekavg.",
"08/19/13","CVLT","48","Retreatsbelow83.04buy pointafterclearing flawedbase.","83.04"
"08/19/13","BIIB","50","Dropbelow10-week linemars handle-buildingeffort.",
"08/20/12","FRAN","1","Breaksout ofbase with 32.69buypoint. Up 5%from entry.","32.69"
"08/20/12","MLNX","4","Takesabreather afterblistering four week run.Extended.",
"08/20/12","ROST","7","Testssupport at10-week line;forms aflatbase, 70.14entry.","70.14"
"08/20/12","SWI","2","18%above47.99double-bottom buy point;RS lineat high.","47.99"
"08/20/12","AAPL","5","Morethan 4%past619.97 buy pointincup with handle.","619.97 "
"08/20/12","CTRX","8","Remainsbelow10-weekline, where it'sfinding resistance.",
"08/20/12","KORS","3","Rightat 5%past 49.60entryafter high-volume breakout.","49.60"
"08/20/12","ALXN","6","8%past95.11entry. Also testing10-weekline.","95.11"
"08/20/12","ACOM","9","Buildsapossible handleona deep,sloppy base.",
"08/20/12","ALGN","10","5%above 33buy pointfrom double-bottombase.",
"08/20/12","TFM","13","4%past57.96buy pointindouble-bottom base.","57.96"
"08/20/12","HMSY","11","4%past34.93buy pointfrom deep cup withhandle.","34.93"
"08/20/12","TCBI","14","Shapedthree-weeks-tightpattern with 44.70buypoint.","44.70"
"08/20/12","WWWW","12","Graspingfor 10-weekline asnew baseforms.",
"08/20/12","TJX","15","Atnewhigh after severalweeks of tighttrading.",
"08/20/12","FLT","16","3%past41.40buy pt; breakout from 3-monthcup base.","41.40"
"08/20/12","TDG","19","Breaksout over136.44 buy ptingoodvolume from flatbase.","136.44 "
"08/20/12","TDC","22","Up3% from 73.84double-bottombuy pt,move lacksvolume.","73.84"
"08/20/12","SSYS","25","26%past54.47handlebuy point.Triggered eight-weekrule.","54.47"
"08/20/12","RMD","28","Breaksout straightoffbottom, now5% past35.23entry.","35.23"
"08/20/12","CRUS","17","Atmultiyearhighand well pastanybuy points.",
"08/20/12","GNRC","20","Supportat10-week lineafter falling 8%below23.08 entry.","23.08 "
"08/20/12","PETM","23","Up2% from 70.07flat-baseentry. Fast trade onbreakout.","70.07"
"08/20/12","WPI","26","7%past74.80buy point; tradestightrecently.","74.80"
"08/20/12","LOPE","29","Reboundfrom 10-weekline leads toflawed, V-shapedbase.",
"08/20/12","ULTA","18","Formingnew base, butit'sa late-stagepattern.",
"08/20/12","V","21","3%past125.45 buy pointfrom cup base.","125.45 "
"08/20/12","CF","24","7%past202.43 buy pointfrom cup withhandle.","202.43 "
"08/20/12","DG","27","Formsflatbase, but has resistanceat 10-weekline.",
"08/20/12","VAL","30","Shapingnew base, 53.85entry;July 2 breakout failed.","53.85"
"08/20/12","SNI","31","Slipslower tojust1% above 57.85entryfrom flat base.","57.85"
"08/20/12","SHW","34","Cleared134.07 entry inweaktrade; now5% abovebuy point.","134.07 "
"08/20/12","DVA","37","Testingsupport at10-weekline; 8%past90.18buy point.","90.18"
"08/20/12","WXS","43","Bouncesoff 10-weekline afterfailed breakout past66.33.","66.33"
"08/20/12","EW","32","Regainssupportof 10-week lineinlight trade.",
"08/20/12","RGR","35","Maybe addinghandlew/ 50.98buy pttodeep cup base.","50.98"
"08/20/12","PII","38","Nears79.01handlebuy point;handleis slightlylow.","79.01"
"08/20/12","IT","41","Extended10%above 44.34cup-with-handlebuy point.","44.34"
"08/20/12","AGU","44","Extended11%past 90buy pointin3-month consolidation.",
"08/20/12","IHS","46","Extendedafter multiple testsof 10-weekline.",
"08/20/12","FTNT","49","Buildingrightsideof base running31%deep",
"08/20/12","ELLI","47","Wellextended afterreboundingoff its10-weekline.",
"08/20/12","JAH","33","Extended13%past 43.33buypoint inflatbase.","43.33"
"08/20/12","TSCO","36","Edgingclosetocup-with-handle 93.77buypoint.","93.77"
"08/20/12","NSR","39","3%past36.33entry in15-weekcup with handle.","36.33"
"08/20/12","BIIB","42","Bouncingalong10-weekline; volumeremains light.",
"08/20/12","IPGP","45","Almost2% past61.28buypoint indeepcup pattern.","61.28"
"08/20/12","STX","48","Muscles9% past32.65cup-basebuy point.","32.65"
